"CODIGO","DESCRIPCION"
"D017","C00-D49,D00-D09,D01,,,Carcinoma in situ de otras partes especificadas de órganos digestivos,3"
"D019","C00-D49,D00-D09,D01,,,Carcinoma in situ de órganos digestivos no especificados,3"
"D128","C00-D49,D10-D36,D12,,,Tumor benigno del recto,3"
"D129","C00-D49,D10-D36,D12,,,Tumor benigno del conducto anal y del ano,3"
"D383","C00-D49,D37-D48,D38,,,Tumor de comportamiento incierto o desconocido del mediastino,3"
"D384","C00-D49,D37-D48,D38,,,Tumor de comportamiento incierto o desconocido del timo,3"
"D385","C00-D49,D37-D48,D38,,,Tumor de comportamiento incierto o desconocido de otros órganos respiratorios y del oído medio,3"
"D386","C00-D49,D37-D48,D38,,,""Tumor de comportamiento incierto o desconocido de órganos respiratorios, sitio no especificado"",3"
"D379","C00-D49,D37-D48,D37,,,""Tumor de comportamiento incierto o desconocido de órganos digestivos, sitio no especificado"",3"
"G519","G00-G99,G50-G59,G51,,,""Trastorno del nervio facial, no especificado"",3"
"S310","S00-T88,S30-S39,S31,,,Herida de la región lumbosacra y de la pelvis,3"
"S311","S00-T88,S30-S39,S31,,,Herida de la pared abdominal,3"
"S312","S00-T88,S30-S39,S31,,,Herida del pene,3"
"S313","S00-T88,S30-S39,S31,,,Herida del escroto y de los testículos,3"
"S314","S00-T88,S30-S39,S31,,,Herida de la vagina y de la vulva,3"
"S315","S00-T88,S30-S39,S31,,,Herida de otros órganos genitales externos y de los no especificados,3"
"S317","S00-T88,S30-S39,S31,,,""Heridas múltiples del abdomen, de la región lumbosacra y de la pelvis"",3"
"S318","S00-T88,S30-S39,S31,,,Heridas de otras partes y de las no especificadas del abdomen,3"
"S300","S00-T88,S30-S39,S30,,,Contusión de la región lumbosacra y de la pelvis,3"
"S301","S00-T88,S30-S39,S30,,,Contusión de la pared abdominal,3"
"S302","S00-T88,S30-S39,S30,,,Contusión de órganos genitales externos,3"
"S307","S00-T88,S30-S39,S30,,,""Traumatismos superficiales múltiples del abdomen, de la región lumbosacra y de la pelvis"",3"
"S308","S00-T88,S30-S39,S30,,,""Otros traumatismos superficiales del abdomen, de la región lumbosacra y de la pelvis"",3"
"S309","S00-T88,S30-S39,S30,,,""Traumatismo superficial del abdomen, de la región lumbosacra y de la pelvis, parte no especificada"",3"
"G040","G00-G99,G00-G09,G04,,,Encefalitis aguda diseminada,3"
"G041","G00-G99,G00-G09,G04,,,Paraplejía espástica tropical,3"
"G042","G00-G99,G00-G09,G04,,,""Meningoencefalitis y meningomielitis bacterianas, no clasificadas en otra parte"",3"
"G048","G00-G99,G00-G09,G04,,,""Otras encefalitis, mielitis y encefalomielitis"",3"
"G049","G00-G99,G00-G09,G04,,,""Encefalitis, mielitis y encefalomielitis, no especificadas"",3"
"G030","G00-G99,G00-G09,G03,,,Meningitis apiógena,3"
"G031","G00-G99,G00-G09,G03,,,Meningitis crónica,3"
"G032","G00-G99,G00-G09,G03,,,Meningitis recurrente benigna [Mollaret],3"
"G038","G00-G99,G00-G09,G03,,,Meningitis debidas a otras causas especificadas,3"
"G039","G00-G99,G00-G09,G03,,,""Meningitis, no especificada"",3"
"G020","G00-G99,G00-G09,G02,,,Meningitis en enfermedades virales clasificadas en otra parte,3"
"G021","G00-G99,G00-G09,G02,,,Meningitis en micosis,3"
"G028","G00-G99,G00-G09,G02,,,Meningitis en otras enfermedades infecciosas y parasitarias especificadas clasificadas en otra parte,3"
"G000","G00-G99,G00-G09,G00,,,Meningitis por hemófilos,3"
"G001","G00-G99,G00-G09,G00,,,Meningitis neumocócica,3"
"G002","G00-G99,G00-G09,G00,,,Meningitis estreptocócica,3"
"G003","G00-G99,G00-G09,G00,,,Meningitis estafilocócica,3"
"G008","G00-G99,G00-G09,G00,,,Otras meningitis bacterianas,3"
"G009","G00-G99,G00-G09,G00,,,""Meningitis bacteriana, no especificada"",3"
"F400","F01-F99,F40-F48,F40,,,Agorafobia,3"
"F401","F01-F99,F40-F48,F40,,,Fobias sociales,3"
"F402","F01-F99,F40-F48,F40,,,Fobias específicas (aisladas),3"
"F408","F01-F99,F40-F48,F40,,,Otros trastornos fóbicos de ansiedad,3"
"F409","F01-F99,F40-F48,F40,,,""Trastorno fóbico de ansiedad, no especificado"",3"
"O94","O00-O9A,O94-O99,,,,""Secuelas de complicaciones del embarazo, del parto y del puerperio"",2"
"O95","O00-O9A,O94-O99,,,,Muerte obstétrica de causa no especificada,2"
"O96","O00-O9A,O94-O99,,,,Muerte materna debida a cualquier causa obstétrica que ocurre después de 42 días pero antes de un año del parto,2"
"O97","O00-O9A,O94-O99,,,,Muerte por secuelas de causas obstétricas directas,2"
"O85","O00-O9A,O85-O92,,,,Sepsis puerperal,2"
"O86","O00-O9A,O85-O92,,,,Otras infecciones puerperales,2"
"O87","O00-O9A,O85-O92,,,,Complicaciones venosas en el puerperio,2"
"O88","O00-O9A,O85-O92,,,,Embolia obstétrica,2"
"O89","O00-O9A,O85-O92,,,,Complicaciones de la anestesia administrada durante el puerperio,2"
"O90","O00-O9A,O85-O92,,,,""Complicaciones del puerperio, no clasificadas en otra parte"",2"
"O80","O00-O9A,O80-O84,,,,Parto único espontáneo,2"
"O81","O00-O9A,O80-O84,,,,Parto único con fórceps y ventosa extractora,2"
"O82","O00-O9A,O80-O84,,,,Parto único por cesárea,2"
"O83","O00-O9A,O80-O84,,,,Otros partos únicos asistidos,2"
"O84","O00-O9A,O80-O84,,,,Parto múltiple,2"
"O60","O00-O9A,O60-O75,,,,Trabajo de parto prematuro,2"
"O61","O00-O9A,O60-O75,,,,Fracaso de la inducción del trabajo de parto,2"
"O62","O00-O9A,O60-O75,,,,Anormalidades de la dinámica del trabajo de parto,2"
"O63","O00-O9A,O60-O75,,,,Trabajo de parto prolongado,2"
"O64","O00-O9A,O60-O75,,,,Trabajo de parto obstruido debido a mala posición y presentación anormal del feto,2"
"O65","O00-O9A,O60-O75,,,,Trabajo de parto obstruido debido a anormalidad de la pelvis materna,2"
"P90","P00-P96,P90-P96,,,,Convulsiones del recién nacido,2"
"P91","P00-P96,P90-P96,,,,Otras alteraciones cerebrales del recién nacido,2"
"P92","P00-P96,P90-P96,,,,Problemas de la ingestión de alimentos del recién nacido,2"
"P93","P00-P96,P90-P96,,,,Reacciones e intoxicaciones debidas a drogas administradas al feto y al recién nacido,2"
"P94","P00-P96,P90-P96,,,,Trastornos del tono muscular en el recién nacido,2"
"P95","P00-P96,P90-P96,,,,Muerte fetal de causa no especificada,2"
"P80","P00-P96,P80-P83,,,,Hipotermia del recién nacido,2"
"P81","P00-P96,P80-P83,,,,Otras alteraciones de la regulación de la temperatura en el recién nacido,2"
"P83","P00-P96,P80-P83,,,,Otras afecciones de la piel específicas del feto y del recién nacido,2"
"P75","P00-P96,P75-P78,,,,Íleo meconial (E84.1),2"
"P76","P00-P96,P75-P78,,,,Otras obstrucciones intestinales del recién nacido,2"
"P77","P00-P96,P75-P78,,,,Enterocolitis necrotizante del feto y del recién nacido,2"
"P78","P00-P96,P75-P78,,,,Otros trastornos perinatales del sistema digestivo,2"
"H060","H00-H59,H00-H06,H06,,,Trastornos del aparato lagrimal en enfermedades clasificadas en otra parte,3"
"H061","H00-H59,H00-H06,H06,,,Infección e infestación parasitarias de la órbita en enfermedades clasificadas en otra parte,3"
"H062","H00-H59,H00-H06,H06,,,Exoftalmia hipertiroidea (E05.–),3"
"H063","H00-H59,H00-H06,H06,,,Otros trastornos de la órbita en enfermedades clasificadas en otra parte,3"
"H050","H00-H59,H00-H06,H05,,,Inflamación aguda de la órbita,3"
"H051","H00-H59,H00-H06,H05,,,Trastornos inflamatorios crónicos de la órbita,3"
"H052","H00-H59,H00-H06,H05,,,Afecciones exoftálmicas,3"
"H053","H00-H59,H00-H06,H05,,,Deformidad de la órbita,3"
"H054","H00-H59,H00-H06,H05,,,Enoftalmia,3"
"H055","H00-H59,H00-H06,H05,,,""Retención de cuerpo extraño (antiguo), consecutiva a herida penetrante de la órbita"",3"
"H058","H00-H59,H00-H06,H05,,,Otros trastornos de la órbita,3"
"H059","H00-H59,H00-H06,H05,,,""Trastorno de la órbita, no especificado"",3"
"H040","H00-H59,H00-H06,H04,,,Dacrioadenitis,3"
"H041","H00-H59,H00-H06,H04,,,Otros trastornos de la glándula lagrimal,3"
"H042","H00-H59,H00-H06,H04,,,Epífora,3"
"H043","H00-H59,H00-H06,H04,,,Inflamación aguda y la no especificada de las vías lagrimales,3"
"H044","H00-H59,H00-H06,H04,,,Inflamación crónica de las vías lagrimales,3"
"H030","H00-H59,H00-H06,H03,,,Infección e infestación parasitarias del párpado en,3"
"H031","H00-H59,H00-H06,H03,,,Compromiso del párpado en enfermedades infecciosas,3"
"H038","H00-H59,H00-H06,H03,,,Compromiso del párpado en enfermedades clasificadas en otra parte,3"
"H020","H00-H59,H00-H06,H02,,,Entropión y triquiasis palpebral,3"
"H021","H00-H59,H00-H06,H02,,,Ectropión del párpado,3"
"H022","H00-H59,H00-H06,H02,,,Lagoftalmos,3"
"H023","H00-H59,H00-H06,H02,,,Blefarocalasia,3"
"H024","H00-H59,H00-H06,H02,,,Blefaroptosis,3"
"H025","H00-H59,H00-H06,H02,,,Otros trastornos funcionales del párpado,3"
"H026","H00-H59,H00-H06,H02,,,Xantelasma del párpado,3"
"H027","H00-H59,H00-H06,H02,,,Otros trastornos degenerativos del párpado y del área periocular,3"
"H028","H00-H59,H00-H06,H02,,,Otros trastornos especificados del párpado,3"
"H029","H00-H59,H00-H06,H02,,,""Trastorno del párpado, no especificado"",3"
"H010","H00-H59,H00-H06,H01,,,Blefaritis,3"
"H011","H00-H59,H00-H06,H01,,,Dermatosis no infecciosa del párpado,3"
"H018","H00-H59,H00-H06,H01,,,Otras inflamaciones especificadas del párpado,3"
"H019","H00-H59,H00-H06,H01,,,""Inflamación del párpado, no especificada"",3"
"H000","H00-H59,H00-H06,H00,,,Orzuelo y otras inflamaciones profundas del párpado,3"
"H001","H00-H59,H00-H06,H00,,,Calacio [chalazión],3"
"Q90","Q00-Q99,Q90-Q99,,,,Síndrome de Down,2"
"Q91","Q00-Q99,Q90-Q99,,,,Síndrome de Edwards y síndrome de Patau,2"
"Q92","Q00-Q99,Q90-Q99,,,,""Otras trisomías y trisomías parciales de los autosomas, no clasificadas en otra parte"",2"
"Q93","Q00-Q99,Q90-Q99,,,,""Monosomías y supresiones de los autosomas, no clasificadas en otra parte"",2"
"Q95","Q00-Q99,Q90-Q99,,,,""Reordenamientos equilibrados y marcadores estructurales, no clasificados en otra parte"",2"
"Q96","Q00-Q99,Q90-Q99,,,,Síndrome de Turner,2"
"Q97","Q00-Q99,Q90-Q99,,,,""Otras anomalías de los cromosomas sexuales, con fenotipo femenino, no clasificadas en otra parte"",2"
"Q80","Q00-Q99,Q80-Q89,,,,Ictiosis congénita,2"
"Q81","Q00-Q99,Q80-Q89,,,,Epidermólisis bullosa,2"
"Q82","Q00-Q99,Q80-Q89,,,,Otras malformaciones congénitas de la piel,2"
"Q83","Q00-Q99,Q80-Q89,,,,Malformaciones congénitas de la mama,2"
"Q65","Q00-Q99,Q65-Q79,,,,Deformidades congénitas de la cadera,2"
"Q66","Q00-Q99,Q65-Q79,,,,Deformidades congénitas de los pies,2"
"Q67","Q00-Q99,Q65-Q79,,,,""Deformidades osteomusculares congénitas de la cabeza, de la cara, de la columna vertebral y del tórax"",2"
"Q68","Q00-Q99,Q65-Q79,,,,Otras deformidades osteomusculares congénitas,2"
"Q69","Q00-Q99,Q65-Q79,,,,Polidactilia,2"
"Q70","Q00-Q99,Q65-Q79,,,,Sindactilia,2"
"G719","G00-G99,G70-G73,G71,,,""Trastorno primario del músculo, tipo no especificado"",3"
"Q60","Q00-Q99,Q60-Q64,,,,Agenesia renal y otras malformaciones hipoplásicas del riñón,2"
"Q61","Q00-Q99,Q60-Q64,,,,Enfermedad quística del riñón,2"
"Q62","Q00-Q99,Q60-Q64,,,,Defectos obstructivos congénitos de la pelvis renal y malformaciones congénitas del uréter,2"
"Q63","Q00-Q99,Q60-Q64,,,,Otras malformaciones congénitas del riñón,2"
"Q64","Q00-Q99,Q60-Q64,,,,Otras malformaciones congénitas del sistema urinario,2"
"Q50","Q00-Q99,Q50-Q56,,,,""Malformaciones congénitas de los ovarios, de las trompas de Falopio y de los ligamentos anchos"",2"
"Q51","Q00-Q99,Q50-Q56,,,,Malformaciones congénitas del útero y del cuello uterino,2"
"Q52","Q00-Q99,Q50-Q56,,,,Otras malformaciones congénitas de los órganos genitales femeninos,2"
"Q53","Q00-Q99,Q50-Q56,,,,Testículo no descendido,2"
"Q54","Q00-Q99,Q50-Q56,,,,Hipospadias,2"
"Q55","Q00-Q99,Q50-Q56,,,,Otras malformaciones congénitas de los órganos genitales masculinos,2"
"Q56","Q00-Q99,Q50-Q56,,,,Sexo indeterminado y seudohermafroditismo,2"
"Q38","Q00-Q99,Q38-Q45,,,,""Otras malformaciones congénitas de la lengua, de la boca y de la faringe"",2"
"Q39","Q00-Q99,Q38-Q45,,,,Malformaciones congénitas del esófago,2"
"G941","G00-G99,G90-G99,G94,,,Hidrocéfalo en enfermedad neoplásica (C00–D48),3"
"G942","G00-G99,G90-G99,G94,,,Hidrocéfalo en otras enfermedades clasificadas en otra parte,3"
"G948","G00-G99,G90-G99,G94,,,Otros trastornos encefálicos especificados en enfermedades clasificadas en otra parte,3"
"G931","G00-G99,G90-G99,G93,,,""Lesión cerebral anóxica, no clasificada en otra parte"",3"
"G932","G00-G99,G90-G99,G93,,,Hipertensión intracraneal benigna,3"
"G933","G00-G99,G90-G99,G93,,,Síndrome de fatiga postviral,3"
"G934","G00-G99,G90-G99,G93,,,Encefalopatía no especificada,3"
"G935","G00-G99,G90-G99,G93,,,Compresión del encéfalo,3"
"G936","G00-G99,G90-G99,G93,,,Edema cerebral,3"
"G937","G00-G99,G90-G99,G93,,,Síndrome de Reye,3"
"G938","G00-G99,G90-G99,G93,,,Otros trastornos especificados del encéfalo,3"
"G939","G00-G99,G90-G99,G93,,,""Trastorno del encéfalo, no especificado"",3"
"Q35","Q00-Q99,Q35-Q37,,,,Fisura del paladar,2"
"Q36","Q00-Q99,Q35-Q37,,,,Labio leporino,2"
"Q37","Q00-Q99,Q35-Q37,,,,Fisura del paladar con labio leporino,2"
"G918","G00-G99,G90-G99,G91,,,Otros tipos de hidrocéfalo,3"
"G919","G00-G99,G90-G99,G91,,,""Hidrocéfalo, no especificado"",3"
"G908","G00-G99,G90-G99,G90,,,Otros trastornos del sistema nervioso autónomo,3"
"G909","G00-G99,G90-G99,G90,,,""Trastorno del sistema nervioso autónomo, no especificado"",3"
"A066","A00-B99,A00-A09,A06,,,Absceso amebiano del cerebro (G07),3"
"A067","A00-B99,A00-A09,A06,,,Amebiasis cutánea,3"
"A068","A00-B99,A00-A09,A06,,,Infección amebiana de otras localizaciones,3"
"A069","A00-B99,A00-A09,A06,,,""Amebiasis, no especificada"",3"
"Q30","Q00-Q99,Q30-Q34,,,,Malformaciones congénitas de la nariz,2"
"Q31","Q00-Q99,Q30-Q34,,,,Malformaciones congénitas de la laringe,2"
"Q32","Q00-Q99,Q30-Q34,,,,Malformaciones congénitas de la tráquea y de los bronquios,2"
"Q33","Q00-Q99,Q30-Q34,,,,Malformaciones congénitas del pulmón,2"
"A058","A00-B99,A00-A09,A05,,,Otras intoxicaciones alimentarias debidas a bacterias especificadas,3"
"A059","A00-B99,A00-A09,A05,,,""Intoxicación alimentaria bacteriana, no especificada"",3"
"A045","A00-B99,A00-A09,A04,,,Enteritis debida a Campylobacter,3"
"A046","A00-B99,A00-A09,A04,,,Enteritis debida a Yersinia enterocolitica,3"
"A047","A00-B99,A00-A09,A04,,,Enterocolitis debida a Clostridium difficile,3"
"A048","A00-B99,A00-A09,A04,,,Otras infecciones intestinales bacterianas especificadas,3"
"A049","A00-B99,A00-A09,A04,,,""Infección intestinal bacteriana, no especificada"",3"
"A039","A00-B99,A00-A09,A03,,,Shigelosis de tipo no especificado,3"
"H130","H00-H59,H10-H13,H13,,,Infección filárica de la conjuntiva (B74.–),3"
"H131","H00-H59,H10-H13,H13,,,Conjuntivitis en enfermedades infecciosas y parasitarias clasificadas en otra parte,3"
"H132","H00-H59,H10-H13,H13,,,Conjuntivitis en otras enfermedades clasificadas en otra parte,3"
"H133","H00-H59,H10-H13,H13,,,Penfigoide ocular (L12.–),3"
"H138","H00-H59,H10-H13,H13,,,Otros trastornos de la conjuntiva en enfermedades clasificadas en otra parte,3"
"H110","H00-H59,H10-H13,H11,,,Pterigión,3"
"H111","H00-H59,H10-H13,H11,,,Degeneraciones y depósitos conjuntivales,3"
"H112","H00-H59,H10-H13,H11,,,Cicatrices conjuntivales,3"
"H113","H00-H59,H10-H13,H11,,,Hemorragia conjuntival,3"
"H114","H00-H59,H10-H13,H11,,,Otros trastornos vasculares y quistes conjuntivales,3"
"H118","H00-H59,H10-H13,H11,,,Otros trastornos especificados de la conjuntiva,3"
"H119","H00-H59,H10-H13,H11,,,""Trastorno de la conjuntiva, no especificado"",3"
"H100","H00-H59,H10-H13,H10,,,Conjuntivitis mucopurulenta,3"
"H101","H00-H59,H10-H13,H10,,,Conjuntivitis atópica aguda,3"
"H102","H00-H59,H10-H13,H10,,,Otras conjuntivitis agudas,3"
"H103","H00-H59,H10-H13,H10,,,""Conjuntivitis aguda, no especificada"",3"
"H104","H00-H59,H10-H13,H10,,,Conjuntivitis crónica,3"
"H105","H00-H59,H10-H13,H10,,,Blefaroconjuntivitis,3"
"H108","H00-H59,H10-H13,H10,,,Otras conjuntivitis,3"
"R95","R00-R99,R95-R99,,,,Síndrome de la muerte súbita infantil,2"
"R96","R00-R99,R95-R99,,,,Otras muertes súbitas de causa desconocida,2"
"R90","R00-R99,R90-R94,,,,Hallazgos anormales en diagnóstico por imagen del sistema nervioso central,2"
"R91","R00-R99,R90-R94,,,,Hallazgos anormales en diagnóstico por imagen del pulmón,2"
"R92","R00-R99,R90-R94,,,,Hallazgos anormales en diagnóstico por imagen de la mama,2"
"R93","R00-R99,R90-R94,,,,Hallazgos anormales en diagnóstico por imagen de otras estructuras del cuerpo,2"
"R94","R00-R99,R90-R94,,,,Resultados anormales de estudios funcionales,2"
"F515","F01-F99,F50-F59,F51,,,Pesadillas,3"
"F518","F01-F99,F50-F59,F51,,,Otros trastornos no orgánicos del sueño,3"
"F519","F01-F99,F50-F59,F51,,,""Trastorno no orgánico del sueño, no especificado"",3"
"R83","R00-R99,R83-R89,,,,Hallazgos anormales en el líquido cefalorraquídeo,2"
"R84","R00-R99,R83-R89,,,,Hallazgos anormales en muestras tomadas de órganos respiratorios y torácicos,2"
"R85","R00-R99,R83-R89,,,,Hallazgos anormales en muestras tomadas de órganos digestivos y de la cavidad abdominal,2"
"R86","R00-R99,R83-R89,,,,Hallazgos anormales en muestras tomadas de órganos genitales masculinos,2"
"R80","R00-R99,R80-R82,,,,Proteinuria aislada,2"
"R81","R00-R99,R80-R82,,,,Glucosuria,2"
"R82","R00-R99,R80-R82,,,,Otros hallazgos anormales en la orina,2"
"R70","R00-R99,R70-R79,,,,Velocidad de eritrosedimentación elevada y otras anormalidades de la viscosidad del plasma,2"
"R71","R00-R99,R70-R79,,,,Anormalidad de los eritrocitos,2"
"R72","R00-R99,R70-R79,,,,""Anormalidades de los leucocitos, no clasificadas en otra parte"",2"
"R73","R00-R99,R70-R79,,,,Nivel elevado de glucosa en sangre,2"
"R74","R00-R99,R70-R79,,,,Nivel anormal de enzimas en suero,2"
"R50","R00-R99,R50-R69,,,,Fiebre de otro origen y de origen desconocido,2"
"R51","R00-R99,R50-R69,,,,Cefalea,2"
"R52","R00-R99,R50-R69,,,,""Dolor, no clasificado en otra parte"",2"
"R53","R00-R99,R50-R69,,,,Malestar y fatiga,2"
"R54","R00-R99,R50-R69,,,,Senilidad,2"
"R55","R00-R99,R50-R69,,,,Síncope y colapso,2"
"H210","H00-H59,H15-H22,H21,,,Hifema,3"
"H211","H00-H59,H15-H22,H21,,,Otros trastornos vasculares del iris y del cuerpo ciliar,3"
"H212","H00-H59,H15-H22,H21,,,Degeneración del iris y del cuerpo ciliar,3"
"H213","H00-H59,H15-H22,H21,,,""Quiste del iris, del cuerpo ciliar y de la cámara anterior"",3"
"H214","H00-H59,H15-H22,H21,,,Membranas pupilares,3"
"H215","H00-H59,H15-H22,H21,,,Otras adherencias y desgarros del iris y del cuerpo ciliar,3"
"H200","H00-H59,H15-H22,H20,,,Iridociclitis aguda y subaguda,3"
"H201","H00-H59,H15-H22,H20,,,Iridociclitis crónica,3"
"H202","H00-H59,H15-H22,H20,,,Iridociclitis inducida por trastorno del cristalino,3"
"H208","H00-H59,H15-H22,H20,,,Otras iridociclitis especificadas,3"
"H209","H00-H59,H15-H22,H20,,,""Iridociclitis, no especificada"",3"
"H190","H00-H59,H15-H22,H19,,,Escleritis y episcleritis en enfermedades clasificadas en otra parte,3"
"H191","H00-H59,H15-H22,H19,,,Queratitis y queratoconjuntivitis por herpes simple (B00.5),3"
"H192","H00-H59,H15-H22,H19,,,""Queratitis y queratoconjuntivitis en enfermedades infecciosas y parasitarias, clasificadas en otra parte"",3"
"H193","H00-H59,H15-H22,H19,,,Queratitis y queratoconjuntivitis en otras enfermedades clasificadas en otra parte,3"
"H198","H00-H59,H15-H22,H19,,,Otros trastornos de la esclerótica y de la córnea en enfermedades clasificadas en otra parte,3"
