"CODIGO","DESCRIPCION"
"G825","G00-G99,G80-G83,G82,,,""Cuadriplejía, no especificada"",3"
"G810","G00-G99,G80-G83,G81,,,Hemiplejía flácida,3"
"G811","G00-G99,G80-G83,G81,,,Hemiplejía espástica,3"
"G819","G00-G99,G80-G83,G81,,,""Hemiplejía, no especificada"",3"
"G800","G00-G99,G80-G83,G80,,,Parálisis cerebral espástica cuadripléjica,3"
"G801","G00-G99,G80-G83,G80,,,Parálisis cerebral espástica dipléjica,3"
"G802","G00-G99,G80-G83,G80,,,Parálisis cerebral espástica hemipléjica,3"
"G803","G00-G99,G80-G83,G80,,,Parálisis cerebral discinética,3"
"G804","G00-G99,G80-G83,G80,,,Parálisis cerebral atáxica,3"
"G808","G00-G99,G80-G83,G80,,,Otros tipos de parálisis cerebral,3"
"G809","G00-G99,G80-G83,G80,,,""Parálisis cerebral, sin otra especificación"",3"
"G960","G00-G99,G90-G99,G96,,,Pérdida de líquido cefalorraquídeo,3"
"G961","G00-G99,G90-G99,G96,,,""Trastornos de las meninges, no clasificados en otra parte"",3"
"G968","G00-G99,G90-G99,G96,,,Otros trastornos especificados del sistema nervioso central,3"
"G969","G00-G99,G90-G99,G96,,,""Trastorno del sistema nervioso central, no especificado"",3"
"G950","G00-G99,G90-G99,G95,,,Siringomielia y siringobulbia,3"
"G951","G00-G99,G90-G99,G95,,,Mielopatías vasculares,3"
"G952","G00-G99,G90-G99,G95,,,""Compresión medular, no especificada"",3"
"G958","G00-G99,G90-G99,G95,,,Otras enfermedades especificadas de la médula espinal,3"
"G959","G00-G99,G90-G99,G95,,,""Enfermedad de la médula espinal, no especificada"",3"
"G940","G00-G99,G90-G99,G94,,,Hidrocéfalo en enfermedades infecciosas y parasitarias clasificadas en otra parte (A00–B99),3"
"G930","G00-G99,G90-G99,G93,,,Quiste cerebral,3"
"G910","G00-G99,G90-G99,G91,,,Hidrocéfalo comunicante,3"
"G911","G00-G99,G90-G99,G91,,,Hidrocéfalo obstructivo,3"
"G912","G00-G99,G90-G99,G91,,,Hidrocéfalo de presión normal,3"
"G913","G00-G99,G90-G99,G91,,,""Hidrocéfalo postraumático, sin otra especificación"",3"
"G900","G00-G99,G90-G99,G90,,,Neuropatía autónoma periférica idiopática,3"
"G901","G00-G99,G90-G99,G90,,,Disautonomía familiar [Síndrome de Riley–Day],3"
"G902","G00-G99,G90-G99,G90,,,Síndrome de Horner,3"
"G903","G00-G99,G90-G99,G90,,,Degeneración de sistemas múltiples,3"
"G904","G00-G99,G90-G99,G90,,,Disreflexia autonómica,3"
"A060","A00-B99,A00-A09,A06,,,Disentería amebiana aguda,3"
"A061","A00-B99,A00-A09,A06,,,Amebiasis intestinal crónica,3"
"A062","A00-B99,A00-A09,A06,,,Colitis amebiana no disentérica,3"
"A063","A00-B99,A00-A09,A06,,,Ameboma intestinal,3"
"A064","A00-B99,A00-A09,A06,,,Absceso amebiano del hígado,3"
"A065","A00-B99,A00-A09,A06,,,Absceso amebiano del pulmón (J99.8),3"
"A050","A00-B99,A00-A09,A05,,,Intoxicación alimentaria estafilocócica,3"
"A051","A00-B99,A00-A09,A05,,,Botulismo,3"
"A052","A00-B99,A00-A09,A05,,,Intoxicación alimentaria debida a Clostridium perfringens [Clostridium welchii],3"
"A053","A00-B99,A00-A09,A05,,,Intoxicación alimentaria debida a Vibrio parahaemolyticus,3"
"A054","A00-B99,A00-A09,A05,,,Intoxicación alimentaria debida a Bacillus cereus,3"
"A040","A00-B99,A00-A09,A04,,,Infección debida a Escherichia coli enteropatógena,3"
"A041","A00-B99,A00-A09,A04,,,Infección debida a Escherichia coli enterotoxígena,3"
"A042","A00-B99,A00-A09,A04,,,Infección debida a Escherichia coli enteroinvasiva,3"
"A043","A00-B99,A00-A09,A04,,,Infección debida a Escherichia coli enterohemorrágica,3"
"A044","A00-B99,A00-A09,A04,,,Otras infecciones intestinales debidas a Escherichia coli,3"
"A030","A00-B99,A00-A09,A03,,,Shigelosis debida a Shigella dysenteriae,3"
"A031","A00-B99,A00-A09,A03,,,Shigelosis debida a Shigella flexneri,3"
"A032","A00-B99,A00-A09,A03,,,Shigelosis debida a Shigella boydii,3"
"A033","A00-B99,A00-A09,A03,,,Shigelosis debida a Shigella sonnei,3"
"A038","A00-B99,A00-A09,A03,,,Otras shigelosis,3"
"A020","A00-B99,A00-A09,A02,,,Enteritis debida a Salmonella,3"
"A021","A00-B99,A00-A09,A02,,,Septicemia debida a Salmonella,3"
"A022","A00-B99,A00-A09,A02,,,Infecciones localizadas debidas a Salmonella,3"
"A028","A00-B99,A00-A09,A02,,,Otras infecciones especificadas como debidas a Salmonella,3"
"A029","A00-B99,A00-A09,A02,,,""Infección debida a Salmonella, no especificada"",3"
"A010","A00-B99,A00-A09,A01,,,Fiebre tifoidea,3"
"A011","A00-B99,A00-A09,A01,,,Fiebre paratifoidea A,3"
"A012","A00-B99,A00-A09,A01,,,Fiebre paratifoidea B,3"
"A013","A00-B99,A00-A09,A01,,,Fiebre paratifoidea C,3"
"A014","A00-B99,A00-A09,A01,,,""Fiebre paratifoidea, no especificada"",3"
"A000","A00-B99,A00-A09,A00,,,""Cólera debido a Vibrio cholerae O1, biotipo cholerae"",3"
"A001","A00-B99,A00-A09,A00,,,""Cólera debido a Vibrio cholerae O1, biotipo El Tor"",3"
"A009","A00-B99,A00-A09,A00,,,""Cólera, no especificado"",3"
"H590","H00-H59,H55-H59,H59,,,Queratopatía (bullosa afáquica) consecutiva a cirugía de catarata,3"
"H598","H00-H59,H55-H59,H59,,,""Otros trastornos del ojo y sus anexos, consecutivos a procedimientos"",3"
"H599","H00-H59,H55-H59,H59,,,""Trastorno no especificado del ojo y sus anexos, consecutivo a procedimientos"",3"
"H580","H00-H59,H55-H59,H58,,,Anomalías de la función pupilar en enfermedades clasificadas en otra parte,3"
"H581","H00-H59,H55-H59,H58,,,Alteraciones de la visión en enfermedades clasificadas en otra parte,3"
"H588","H00-H59,H55-H59,H58,,,Otros trastornos especificados del ojo en enfermedades clasificadas en otra parte,3"
"H570","H00-H59,H55-H59,H57,,,Anomalías de la función pupilar,3"
"H571","H00-H59,H55-H59,H57,,,Dolor ocular,3"
"H578","H00-H59,H55-H59,H57,,,Otros trastornos especificados del ojo y sus anexos,3"
"H579","H00-H59,H55-H59,H57,,,""Trastorno del ojo y sus anexos, no especificado"",3"
"F530","F01-F99,F50-F59,F53,,,""Trastornos mentales y del comportamiento leves, asociados con el puerperio, no clasificados en otra parte"",3"
"F531","F01-F99,F50-F59,F53,,,""Trastornos mentales y del comportamiento graves, asociados con el puerperio, no clasificados en otra parte"",3"
"F538","F01-F99,F50-F59,F53,,,""Otros trastornos mentales y del comportamiento asociados con el puerperio, no clasificados en otra parte"",3"
"F539","F01-F99,F50-F59,F53,,,""Trastorno mental puerperal, no especificado"",3"
"F520","F01-F99,F50-F59,F52,,,Falta o pérdida del deseo sexual,3"
"F521","F01-F99,F50-F59,F52,,,Aversión al sexo y falta de goce sexual,3"
"F522","F01-F99,F50-F59,F52,,,Falla de la respuesta genital,3"
"F523","F01-F99,F50-F59,F52,,,Disfunción orgásmica,3"
"F524","F01-F99,F50-F59,F52,,,Eyaculación precoz,3"
"F525","F01-F99,F50-F59,F52,,,Vaginismo no orgánico,3"
"F526","F01-F99,F50-F59,F52,,,Dispareunia no orgánica,3"
"F527","F01-F99,F50-F59,F52,,,Impulso sexual excesivo,3"
"F528","F01-F99,F50-F59,F52,,,""Otras disfunciones sexuales, no ocasionadas por trastorno ni por enfermedad orgánicos"",3"
"F529","F01-F99,F50-F59,F52,,,""Disfunción sexual no ocasionada por trastorno ni por enfermedad orgánicos, no especificada"",3"
"F510","F01-F99,F50-F59,F51,,,Insomnio no orgánico,3"
"F511","F01-F99,F50-F59,F51,,,Hipersomnio no orgánico,3"
"F512","F01-F99,F50-F59,F51,,,Trastorno no orgánico del ciclo sueño-vigilia,3"
"F513","F01-F99,F50-F59,F51,,,Sonambulismo,3"
"F514","F01-F99,F50-F59,F51,,,Terrores del sueño [terrores nocturnos],3"
"F500","F01-F99,F50-F59,F50,,,Anorexia nerviosa,3"
"F501","F01-F99,F50-F59,F50,,,Anorexia nerviosa atípica,3"
"F502","F01-F99,F50-F59,F50,,,Bulimia nerviosa,3"
"F503","F01-F99,F50-F59,F50,,,Bulimia nerviosa atípica,3"
"F504","F01-F99,F50-F59,F50,,,Hiperfagia asociada con otras alteraciones psicológicas,3"
"F505","F01-F99,F50-F59,F50,,,Vómitos asociados con otras alteraciones psicológicas,3"
"F508","F01-F99,F50-F59,F50,,,Otros trastornos de la ingestión de alimentos,3"
"F509","F01-F99,F50-F59,F50,,,""Trastorno de la ingestión de alimentos, no especificado"",3"
"F600","F01-F99,F60-F69,F60,,,Trastorno paranoide de la personalidad,3"
"F601","F01-F99,F60-F69,F60,,,Trastorno esquizoide de la personalidad,3"
"F602","F01-F99,F60-F69,F60,,,Trastorno asocial de la personalidad,3"
"F603","F01-F99,F60-F69,F60,,,Trastorno de la personalidad emocionalmente inestable,3"
"F604","F01-F99,F60-F69,F60,,,Trastorno histriónico de la personalidad,3"
"F605","F01-F99,F60-F69,F60,,,Trastorno anancástico de la personalidad,3"
"F606","F01-F99,F60-F69,F60,,,""Trastorno de la personalidad ansiosa (evasiva, elusiva)"",3"
"F607","F01-F99,F60-F69,F60,,,Trastorno de la personalidad dependiente,3"
"F608","F01-F99,F60-F69,F60,,,Otros trastornos específicos de la personalidad,3"
"F609","F01-F99,F60-F69,F60,,,""Trastorno de la personalidad, no especificado"",3"
"H950","H60-H95,H90-H95,H95,,,Colesteatoma recurrente de la cavidad resultante de la mastoidectomía,3"
"H951","H60-H95,H90-H95,H95,,,Otros trastornos posteriores a la mastoidectomía,3"
"H958","H60-H95,H90-H95,H95,,,""Otros trastornos del oído y de la apófisis mastoides, consecutivos a procedimientos"",3"
"H959","H60-H95,H90-H95,H95,,,""Trastornos no especificados del oído y de la apófisis mastoides, consecutivos a procedimientos"",3"
"M859","M00-M99,M80-M94,M80-M85,M85,,""Trastorno de la densidad y de la estructura óseas, no especificado"",4"
"H940","H60-H95,H90-H95,H94,,,Neuritis del nervio auditivo en enfermedades infecciosas y parasitarias clasificadas en otra parte,3"
"H948","H60-H95,H90-H95,H94,,,Otros trastornos especificados del oído en enfermedades clasificadas en otra parte,3"
"H930","H60-H95,H90-H95,H93,,,Trastornos degenerativos y vasculares del oído,3"
"H931","H60-H95,H90-H95,H93,,,Tinnitus,3"
"H932","H60-H95,H90-H95,H93,,,Otras percepciones auditivas anormales,3"
"H933","H60-H95,H90-H95,H93,,,Trastornos del nervio auditivo,3"
"H938","H60-H95,H90-H95,H93,,,Otros trastornos especificados del oído,3"
"H939","H60-H95,H90-H95,H93,,,""Trastorno del oído, no especificado"",3"
"M638","M00-M99,M60-M79,M60-M63,M63,,Otros trastornos de los músculos en enfermedades clasificadas en otra parte,4"
"M791","M00-M99,M60-M79,M70-M79,M79,,Mialgia,4"
"M792","M00-M99,M60-M79,M70-M79,M79,,""Neuralgia y neuritis, no especificadas"",4"
"M793","M00-M99,M60-M79,M70-M79,M79,,""Paniculitis, no especificada"",4"
"M794","M00-M99,M60-M79,M70-M79,M79,,Hipertrofia de paquete adiposo (infrarrotuliano),4"
"M795","M00-M99,M60-M79,M70-M79,M79,,Cuerpo extraño residual en tejido blando,4"
"M796","M00-M99,M60-M79,M70-M79,M79,,Dolor en miembro,4"
"M797","M00-M99,M60-M79,M70-M79,M79,,Fibromialgia,4"
"M798","M00-M99,M60-M79,M70-M79,M79,,Otros trastornos especificados de los tejidos blandos,4"
"M799","M00-M99,M60-M79,M70-M79,M79,,""Trastorno de los tejidos blandos, no especificado"",4"
"M771","M00-M99,M60-M79,M70-M79,M77,,Epicondilitis lateral,4"
"M772","M00-M99,M60-M79,M70-M79,M77,,Periartritis de la muñeca,4"
"M773","M00-M99,M60-M79,M70-M79,M77,,Espolón calcáneo,4"
"M774","M00-M99,M60-M79,M70-M79,M77,,Metatarsalgia,4"
"M775","M00-M99,M60-M79,M70-M79,M77,,Otras entesopatías del pie,4"
"M778","M00-M99,M60-M79,M70-M79,M77,,""Otras entesopatías, no clasificadas en otra parte"",4"
"M779","M00-M99,M60-M79,M70-M79,M77,,""Entesopatía, no especificada"",4"
"M761","M00-M99,M60-M79,M70-M79,M76,,Tendinitis del psoas,4"
"M762","M00-M99,M60-M79,M70-M79,M76,,Espolón de la cresta iliaca,4"
"M763","M00-M99,M60-M79,M70-M79,M76,,Síndrome del tendón del tensor de la fascia lata,4"
"M764","M00-M99,M60-M79,M70-M79,M76,,Bursitis tibial colateral [Pellegrini-Stieda],4"
"M765","M00-M99,M60-M79,M70-M79,M76,,Tendinitis rotuliana,4"
"M766","M00-M99,M60-M79,M70-M79,M76,,Tendinitis aquiliana,4"
"M767","M00-M99,M60-M79,M70-M79,M76,,Tendinitis peroneal,4"
"M768","M00-M99,M60-M79,M70-M79,M76,,""Otras entesopatías del miembro inferior, excluido el pie"",4"
"M769","M00-M99,M60-M79,M70-M79,M76,,""Entesopatía del miembro inferior, no especificada"",4"
"H920","H60-H95,H90-H95,H92,,,Otalgia,3"
"H921","H60-H95,H90-H95,H92,,,Otorrea,3"
"H922","H60-H95,H90-H95,H92,,,Otorragia,3"
"M752","M00-M99,M60-M79,M70-M79,M75,,Tendinitis del bíceps,4"
"M753","M00-M99,M60-M79,M70-M79,M75,,Tendinitis calcificante del hombro,4"
"M754","M00-M99,M60-M79,M70-M79,M75,,Síndrome de abducción dolorosa del hombro,4"
"M755","M00-M99,M60-M79,M70-M79,M75,,Bursitis del hombro,4"
"M758","M00-M99,M60-M79,M70-M79,M75,,Otras lesiones del hombro,4"
"M759","M00-M99,M60-M79,M70-M79,M75,,""Lesión del hombro, no especificada"",4"
"Y90","V01-Y99,Y90-Y98,,,,Evidencia de alcoholismo determinada por el nivel de alcohol en la sangre,2"
"Y91","V01-Y99,Y90-Y98,,,,Evidencia de alcoholismo determinada por el nivel de intoxicación,2"
"Y95","V01-Y99,Y90-Y98,,,,Afección nosocomial,2"
"Y96","V01-Y99,Y90-Y98,,,,Afección relacionada con el trabajo,2"
"Y97","V01-Y99,Y90-Y98,,,,Afección relacionada con la contaminación ambiental,2"
"M738","M00-M99,M60-M79,M70-M79,M73,,Otros trastornos de los tejidos blandos en enfermedades clasificadas en otra parte,4"
"M143","M00-M99,M00-M25,M05-M14,M14,,Dermatoartritis lipoide (E78.8),4"
"M144","M00-M99,M00-M25,M05-M14,M14,,Artropatía en la amiloidosis (E85.–),4"
"M145","M00-M99,M00-M25,M05-M14,M14,,""Artropatía en otros trastornos endocrinos, metabólicos y nutricionales"",4"
"M146","M00-M99,M00-M25,M05-M14,M14,,Artropatía neuropática,4"
"M148","M00-M99,M00-M25,M05-M14,M14,,""Artropatía en otras enfermedades especificadas, clasificadas en otra parte"",4"
"Y85","V01-Y99,Y85-Y89,,,,Secuelas de accidentes de transporte,2"
"Y86","V01-Y99,Y85-Y89,,,,Secuelas de otros accidentes,2"
"Y87","V01-Y99,Y85-Y89,,,,""Secuelas de lesiones autoinfligidas intencionalmente, agresiones y eventos de intención no determinada"",2"
"Y88","V01-Y99,Y85-Y89,,,,Secuelas con atención médica y quirúrgica como causa externa,2"
"Y89","V01-Y99,Y85-Y89,,,,Secuelas de otras causas externas,2"
"F810","F01-F99,F80-F89,F81,,,Trastorno específico de la lectura,3"
"F811","F01-F99,F80-F89,F81,,,Trastorno específico del deletreo [ortografía],3"
"F812","F01-F99,F80-F89,F81,,,Trastorno específico de las habilidades aritméticas,3"
"F813","F01-F99,F80-F89,F81,,,Trastorno mixto de las habilidades escolares,3"
"F818","F01-F99,F80-F89,F81,,,Otros trastornos del desarrollo de las habilidades escolares,3"
"F819","F01-F99,F80-F89,F81,,,""Trastorno del desarrollo de las habilidades escolares, no especificado"",3"
"F800","F01-F99,F80-F89,F80,,,Trastorno específico de la pronunciación,3"
"F801","F01-F99,F80-F89,F80,,,Trastorno del lenguaje expresivo,3"
"F802","F01-F99,F80-F89,F80,,,Trastorno de la recepción del lenguaje,3"
"F803","F01-F99,F80-F89,F80,,,Afasia adquirida con epilepsia [Landau-Kleffner],3"
"F808","F01-F99,F80-F89,F80,,,Otros trastornos del desarrollo del habla y del lenguaje,3"
"F809","F01-F99,F80-F89,F80,,,Trastorno del desarrollo del habla y del lenguaje no especificado,3"
"F980","F01-F99,F90-F98,F98,,,Enuresis no orgánica,3"
"F981","F01-F99,F90-F98,F98,,,Encopresis no orgánica,3"
"F982","F01-F99,F90-F98,F98,,,Trastorno de la ingestión alimentaria en la infancia y la niñez,3"
"F983","F01-F99,F90-F98,F98,,,Pica en la infancia y la niñez,3"
"F984","F01-F99,F90-F98,F98,,,Trastornos de los movimientos estereotipados,3"
"F985","F01-F99,F90-F98,F98,,,Tartamudez [espasmofemia],3"
"F986","F01-F99,F90-F98,F98,,,Farfulleo,3"
"F988","F01-F99,F90-F98,F98,,,Otros trastornos emocionales y del comportamiento que aparecen habitualmente en la niñez y en la adolescencia,3"
"F989","F01-F99,F90-F98,F98,,,""Trastornos no especificados, emocionales y del comportamiento, que aparecen habitualmente en la niñez y en la adolescencia"",3"
"F950","F01-F99,F90-F98,F95,,,Trastorno por tic transitorio,3"
"F951","F01-F99,F90-F98,F95,,,Trastorno por tic motor o vocal crónico,3"
"F952","F01-F99,F90-F98,F95,,,Trastorno por tics motores y vocales múltiples combinados [de la Tourette],3"
"F958","F01-F99,F90-F98,F95,,,Otros trastornos por tics,3"
"F959","F01-F99,F90-F98,F95,,,""Trastorno por tic, no especificado"",3"
"F940","F01-F99,F90-F98,F94,,,Mutismo electivo,3"
"F941","F01-F99,F90-F98,F94,,,Trastorno de vinculación reactiva en la niñez,3"
"F942","F01-F99,F90-F98,F94,,,Trastorno de vinculación desinhibida en la niñez,3"
"F948","F01-F99,F90-F98,F94,,,Otros trastornos del comportamiento social en la niñez,3"
"F949","F01-F99,F90-F98,F94,,,""Trastorno del comportamiento social en la niñez, no especificado"",3"
"F930","F01-F99,F90-F98,F93,,,Trastorno de ansiedad de separación en la niñez,3"
"F931","F01-F99,F90-F98,F93,,,Trastorno de ansiedad fóbica en la niñez,3"
"F932","F01-F99,F90-F98,F93,,,Trastorno de ansiedad social en la niñez,3"
"F933","F01-F99,F90-F98,F93,,,Trastorno de rivalidad entre hermanos,3"
"F938","F01-F99,F90-F98,F93,,,Otros trastornos emocionales en la niñez,3"
"F939","F01-F99,F90-F98,F93,,,""Trastorno emocional en la niñez, no especificado"",3"
"F920","F01-F99,F90-F98,F92,,,Trastorno depresivo de la conducta,3"
"F928","F01-F99,F90-F98,F92,,,Otros trastornos mixtos de la conducta y de las emociones,3"
"F929","F01-F99,F90-F98,F92,,,""Trastorno mixto de la conducta y de las emociones, no especificado"",3"
"F910","F01-F99,F90-F98,F91,,,Trastorno de la conducta limitado al contexto familiar,3"
"F911","F01-F99,F90-F98,F91,,,Trastorno de la conducta insociable,3"
"F912","F01-F99,F90-F98,F91,,,Trastorno de la conducta sociable,3"
"F913","F01-F99,F90-F98,F91,,,Trastorno opositor desafiante,3"
"F918","F01-F99,F90-F98,F91,,,Otros trastornos de la conducta,3"
"F919","F01-F99,F90-F98,F91,,,""Trastorno de la conducta, no especificado"",3"
"F900","F01-F99,F90-F98,F90,,,Perturbación de la actividad y de la atención,3"
"F901","F01-F99,F90-F98,F90,,,Trastorno hipercinético de la conducta,3"
"F908","F01-F99,F90-F98,F90,,,Otros trastornos hipercinéticos,3"
"F909","F01-F99,F90-F98,F90,,,""Trastorno hipercinético, no especificado"",3"
"S030","S00-T88,S00-S09,S03,,,Luxación del maxilar,3"
"S031","S00-T88,S00-S09,S03,,,Luxación del cartílago septal de la nariz,3"
"S032","S00-T88,S00-S09,S03,,,Luxación de diente,3"
"S033","S00-T88,S00-S09,S03,,,Luxación de otras partes y de las no especificadas de la cabeza,3"
"S034","S00-T88,S00-S09,S03,,,Esguinces y torceduras del maxilar,3"
"S035","S00-T88,S00-S09,S03,,,Esguinces y torceduras de articulaciones y ligamentos de otras partes y las no especificadas de la cabeza,3"
"S020","S00-T88,S00-S09,S02,,,Fractura de la bóveda del cráneo,3"
"S021","S00-T88,S00-S09,S02,,,Fractura de la base del cráneo,3"
"S022","S00-T88,S00-S09,S02,,,Fractura de los huesos de la nariz,3"
"S023","S00-T88,S00-S09,S02,,,Fractura del suelo de la órbita,3"
"S024","S00-T88,S00-S09,S02,,,Fractura del malar y del hueso maxilar superior,3"
"S025","S00-T88,S00-S09,S02,,,Fractura de los dientes,3"
"S026","S00-T88,S00-S09,S02,,,Fractura del maxilar inferior,3"
"S010","S00-T88,S00-S09,S01,,,Herida del cuero cabelludo,3"
"S011","S00-T88,S00-S09,S01,,,Herida del párpado y de la región periocular,3"
"S012","S00-T88,S00-S09,S01,,,Herida de la nariz,3"
"S013","S00-T88,S00-S09,S01,,,Herida del oído,3"
"S014","S00-T88,S00-S09,S01,,,Herida de la mejilla y de la región temporomandibular,3"
"S015","S00-T88,S00-S09,S01,,,Herida del labio y de la cavidad bucal,3"
"S017","S00-T88,S00-S09,S01,,,Heridas múltiples de la cabeza,3"
"S018","S00-T88,S00-S09,S01,,,Herida de otras partes de la cabeza,3"
"S019","S00-T88,S00-S09,S01,,,""Herida de la cabeza, parte no especificada"",3"
"S000","S00-T88,S00-S09,S00,,,Traumatismo superficial del cuero cabelludo,3"
"S001","S00-T88,S00-S09,S00,,,Contusión de los párpados y de la región periocular,3"
"S002","S00-T88,S00-S09,S00,,,Otros traumatismos superficiales del párpado y de la región periocular,3"
"S003","S00-T88,S00-S09,S00,,,Traumatismo superficial de la nariz,3"
"S004","S00-T88,S00-S09,S00,,,Traumatismo superficial del oído,3"
"S005","S00-T88,S00-S09,S00,,,Traumatismo superficial del labio y de la cavidad bucal,3"
"S007","S00-T88,S00-S09,S00,,,Traumatismos superficiales múltiples de la cabeza,3"
"S008","S00-T88,S00-S09,S00,,,Traumatismo superficial de otras partes de la cabeza,3"
"S009","S00-T88,S00-S09,S00,,,""Traumatismo superficial de la cabeza, parte no especificada"",3"
"S110","S00-T88,S10-S19,S11,,,Herida que compromete la laringe y la tráquea,3"
"S111","S00-T88,S10-S19,S11,,,Herida que compromete la glándula tiroides,3"
"S112","S00-T88,S10-S19,S11,,,Herida que compromete la faringe y el esófago cervical,3"
"S117","S00-T88,S10-S19,S11,,,Heridas múltiples del cuello,3"
"S118","S00-T88,S10-S19,S11,,,Heridas de otras partes del cuello,3"
"S119","S00-T88,S10-S19,S11,,,""Herida de cuello, parte no especificada"",3"
"S100","S00-T88,S10-S19,S10,,,Contusión de la garganta,3"
"S101","S00-T88,S10-S19,S10,,,Otros traumatismos superficiales y los no especificados de la garganta,3"
"S107","S00-T88,S10-S19,S10,,,Traumatismo superficial múltiple del cuello,3"
"S108","S00-T88,S10-S19,S10,,,Traumatismo superficial de otras partes del cuello,3"
"S109","S00-T88,S10-S19,S10,,,""Traumatismo superficial del cuello, parte no especificada"",3"
"S230","S00-T88,S20-S29,S23,,,Ruptura traumática de disco intervertebral torácico,3"
"S231","S00-T88,S20-S29,S23,,,Luxación de vértebra torácica,3"
"S232","S00-T88,S20-S29,S23,,,Luxación de otras partes y de las no especificadas del tórax,3"
"S233","S00-T88,S20-S29,S23,,,Esguinces y torceduras de columna torácica,3"
"S234","S00-T88,S20-S29,S23,,,Esguinces y torceduras de costillas y esternón,3"
"S235","S00-T88,S20-S29,S23,,,Esguinces y torceduras de otras partes y de las no especificadas del tórax,3"
"S220","S00-T88,S20-S29,S22,,,Fractura de vértebra torácica,3"
"S221","S00-T88,S20-S29,S22,,,Fracturas múltiples de columna torácica,3"
"S222","S00-T88,S20-S29,S22,,,Fractura del esternón,3"
"S223","S00-T88,S20-S29,S22,,,Fractura de costilla,3"
"S224","S00-T88,S20-S29,S22,,,Fracturas múltiples de costillas,3"
"S225","S00-T88,S20-S29,S22,,,Tórax azotado,3"
"S228","S00-T88,S20-S29,S22,,,Fractura de otras partes del tórax óseo,3"
"S229","S00-T88,S20-S29,S22,,,""Fractura del tórax óseo, parte no especificada"",3"
"S210","S00-T88,S20-S29,S21,,,Herida de la mama,3"
"S211","S00-T88,S20-S29,S21,,,Herida de la pared anterior del tórax,3"
"S212","S00-T88,S20-S29,S21,,,Herida de la pared posterior del tórax,3"
"S217","S00-T88,S20-S29,S21,,,Herida múltiple de la pared torácica,3"
"S218","S00-T88,S20-S29,S21,,,Herida de otras partes del tórax,3"
"S219","S00-T88,S20-S29,S21,,,""Herida del tórax, parte no especificada"",3"
"S200","S00-T88,S20-S29,S20,,,Contusión de la mama,3"
"S201","S00-T88,S20-S29,S20,,,Otros traumatismos superficiales y los no especificados de la mama,3"
"S202","S00-T88,S20-S29,S20,,,Contusión del tórax,3"
"S203","S00-T88,S20-S29,S20,,,Otros traumatismos superficiales de la pared anterior del tórax,3"
"S204","S00-T88,S20-S29,S20,,,Otros traumatismos superficiales de la pared posterior del tórax,3"
"S207","S00-T88,S20-S29,S20,,,Traumatismos superficiales múltiples del tórax,3"
"S208","S00-T88,S20-S29,S20,,,Traumatismo superficial de otras partes y de las no especificadas del tórax,3"
"D738","D50-D89,D70-D77,D73,,,Otras enfermedades del bazo,3"
"D739","D50-D89,D70-D77,D73,,,""Enfermedad del bazo, no especificada"",3"
"C84","C00-D49,C00-C97,C81-C96,,,""Linfoma de células T, periférico y cutáneo"",3"
"C85","C00-D49,C00-C97,C81-C96,,,Linfoma no Hodgkin de otro tipo y el no especificado,3"
"C88","C00-D49,C00-C97,C81-C96,,,Enfermedades inmunoproliferativas malignas,3"
"C90","C00-D49,C00-C97,C81-C96,,,Mieloma múltiple y tumores malignos de células plasmáticas,3"
"C91","C00-D49,C00-C97,C81-C96,,,Leucemia linfoide,3"
"C92","C00-D49,C00-C97,C81-C96,,,Leucemia mieloide,3"
"C93","C00-D49,C00-C97,C81-C96,,,Leucemia monocítica,3"
"C94","C00-D49,C00-C97,C81-C96,,,Otras leucemias de tipo celular especificado,3"
"C78","C00-D49,C00-C97,C76-C80,,,Tumor maligno secundario de los órganos respiratorios y digestivos,3"
"C79","C00-D49,C00-C97,C76-C80,,,Tumor maligno secundario de otros sitios,3"
"C80","C00-D49,C00-C97,C76-C80,,,Tumor maligno de sitios no especificados,3"
"C45-C49","C00-D49,C00-C97,C00-C75,,,Tumores malignos de los tejidos mesoteliales y de los tejidos blandos,3"
"C50","C00-D49,C00-C97,C00-C75,,,Tumor maligno de la mama,3"
"C51-C58","C00-D49,C00-C97,C00-C75,,,Tumores malignos de los órganos genitales femeninos,3"
"C60-C63","C00-D49,C00-C97,C00-C75,,,Tumores malignos de los órganos genitales masculinos,3"
"C64-C68","C00-D49,C00-C97,C00-C75,,,Tumores malignos de las vías urinarias,3"
"C69-C72","C00-D49,C00-C97,C00-C75,,,""Tumores malignos del ojo, del encéfalo y de otras partes del sistema nervioso central"",3"
"C73-C75","C00-D49,C00-C97,C00-C75,,,Tumores malignos de la glándula tiroides y de otras glándulas endocrinas,3"
"D046","C00-D49,D00-D09,D04,,,""Carcinoma in situ de la piel del miembro superior, incluido el hombro"",3"
"D047","C00-D49,D00-D09,D04,,,""Carcinoma in situ de la piel del miembro inferior, incluida la cadera"",3"
"D048","C00-D49,D00-D09,D04,,,Carcinoma in situ de la piel de otros sitios especificados,3"
"D049","C00-D49,D00-D09,D04,,,""Carcinoma in situ de la piel, sitio no especificado"",3"
"D039","C00-D49,D00-D09,D03,,,""Melanoma in situ, sitio no especificado"",3"
"D015","C00-D49,D00-D09,D01,,,""Carcinoma in situ del hígado, de la vesícula biliar y del conducto biliar"",3"
